city,timestamp,temperature,season
New York,2010-03-01,1.365240474456746,spring
New York,2010-03-02,4.629775180538912,spring
New York,2010-03-03,14.020759621533546,spring
New York,2010-03-04,12.772010432035703,spring
New York,2010-03-05,14.055729365047593,spring
New York,2010-03-06,14.013091044048164,spring
New York,2010-03-07,12.231929216045648,spring
New York,2010-03-08,9.859206069265747,spring
New York,2010-03-09,14.000788616501138,spring
New York,2010-03-10,6.80812499142514,spring
New York,2010-03-11,6.820347514949072,spring
New York,2010-03-12,11.772451465035354,spring
New York,2010-03-13,7.027031418850373,spring
New York,2010-03-14,7.982372820305839,spring
New York,2010-03-15,4.7324260268136,spring
New York,2010-03-16,14.246157399872683,spring
New York,2010-03-17,6.686470297309355,spring
New York,2010-03-18,10.36638268677451,spring
New York,2010-03-19,4.526333826391054,spring
New York,2010-03-20,14.84040168715471,spring
New York,2010-03-21,1.78262009346658,spring
New York,2010-03-22,5.393122424891797,spring
New York,2010-03-23,18.733181440579887,spring
New York,2010-03-24,16.504870149631817,spring
New York,2010-03-25,13.292348161585089,spring
New York,2010-03-26,16.07685097529446,spring
New York,2010-03-27,14.29948056317012,spring
New York,2010-03-28,8.777044103004403,spring
New York,2010-03-29,9.425545753845023,spring
New York,2010-03-30,11.033465021070853,spring
New York,2010-03-31,6.33077062633913,spring
New York,2010-04-01,9.41479677954285,spring
New York,2010-04-02,17.415493938697697,spring
New York,2010-04-03,14.66945513298771,spring
New York,2010-04-04,13.421782261509392,spring
New York,2010-04-05,5.786500871877084,spring
New York,2010-04-06,2.531328022517469,spring
New York,2010-04-07,8.969497859963734,spring
New York,2010-04-08,16.493115241181002,spring
New York,2010-04-09,5.954433612517737,spring
New York,2010-04-10,10.169651690762912,spring
New York,2010-04-11,6.11312560670669,spring
New York,2010-04-12,12.751608801396312,spring
New York,2010-04-13,19.217453339346513,spring
New York,2010-04-14,11.35225418840083,spring
New York,2010-04-15,-1.658727133022298,spring
New York,2010-04-16,18.027222307088486,spring
New York,2010-04-17,9.436285614882818,spring
New York,2010-04-18,5.974089847558898,spring
New York,2010-04-19,9.69059278061198,spring
New York,2010-04-20,9.278513176860494,spring
New York,2010-04-21,16.20678590001766,spring
New York,2010-04-22,9.397890330134237,spring
New York,2010-04-23,8.022473381881335,spring
New York,2010-04-24,-0.36734998561586707,spring
New York,2010-04-25,10.257359537285442,spring
New York,2010-04-26,4.751374795844907,spring
New York,2010-04-27,11.219666405134955,spring
New York,2010-04-28,21.520431099850192,spring
New York,2010-04-29,16.59306846753818,spring
New York,2010-04-30,-2.223005148200233,spring
New York,2010-05-01,6.153111203247496,spring
New York,2010-05-02,9.115061890228183,spring
New York,2010-05-03,10.447520347180033,spring
New York,2010-05-04,10.19358538865712,spring
New York,2010-05-05,14.21816501187443,spring
New York,2010-05-06,12.885545849620739,spring
New York,2010-05-07,12.827065273449572,spring
New York,2010-05-08,11.014347927951592,spring
New York,2010-05-09,-1.3541212814986494,spring
New York,2010-05-10,3.337425335531659,spring
New York,2010-05-11,6.1132858533774685,spring
New York,2010-05-12,7.686872860749842,spring
New York,2010-05-13,4.402985320776215,spring
New York,2010-05-14,1.1644798820851872,spring
New York,2010-05-15,10.454587968304882,spring
New York,2010-05-16,13.54628264741065,spring
New York,2010-05-17,1.0171601746132009,spring
New York,2010-05-18,8.881902776331431,spring
New York,2010-05-19,6.866035313967587,spring
New York,2010-05-20,9.614437561198216,spring
New York,2010-05-21,11.818556997565546,spring
New York,2010-05-22,8.447829729032051,spring
New York,2010-05-23,13.887335637480263,spring
New York,2010-05-24,10.292485191650185,spring
New York,2010-05-25,6.2927985488601665,spring
New York,2010-05-26,11.152952583152738,spring
New York,2010-05-27,13.687654689529424,spring
New York,2010-05-28,2.821706715457445,spring
New York,2010-05-29,6.9291820592289275,spring
New York,2010-05-30,10.58949004420007,spring
New York,2010-05-31,5.544399028966252,spring
New York,2010-06-01,28.603306570857495,summer
New York,2010-06-02,21.59529884858427,summer
New York,2010-06-03,26.2573554449292,summer
New York,2010-06-04,19.895760733941234,summer
New York,2010-06-05,25.696751722259336,summer
New York,2010-06-06,32.28146554782079,summer
New York,2010-06-07,22.059534690306993,summer
New York,2010-06-08,22.50755040224632,summer
New York,2010-06-09,24.92445237701619,summer
New York,2010-06-10,22.289061724424982,summer
New York,2010-06-11,27.111799013145003,summer
New York,2010-06-12,28.100056642582285,summer
New York,2010-06-13,28.215594552805968,summer
New York,2010-06-14,18.510256790834745,summer
New York,2010-06-15,29.117631696178396,summer
New York,2010-06-16,27.34211157425355,summer
New York,2010-06-17,27.48016627899647,summer
New York,2010-06-18,23.339170406274448,summer
New York,2010-06-19,25.58414011392019,summer
New York,2010-06-20,23.022170098792902,summer
New York,2010-06-21,19.505196519223297,summer
New York,2010-06-22,26.18382353270305,summer
New York,2010-06-23,15.616641460805932,summer
New York,2010-06-24,19.241386606192656,summer
New York,2010-06-25,25.035053228736135,summer
New York,2010-06-26,29.71538673413206,summer
New York,2010-06-27,25.26683045823835,summer
New York,2010-06-28,26.014270677391195,summer
New York,2010-06-29,30.869252497867414,summer
New York,2010-06-30,39.61412755821503,summer
New York,2010-07-01,23.23374520913229,summer
New York,2010-07-02,26.178714012482622,summer
New York,2010-07-03,24.451984176869637,summer
New York,2010-07-04,19.545100273402895,summer
New York,2010-07-05,26.518948130071443,summer
New York,2010-07-06,22.245398100609126,summer
New York,2010-07-07,22.375716422435698,summer
New York,2010-07-08,25.20262896688881,summer
New York,2010-07-09,22.979104808960624,summer
New York,2010-07-10,25.664691109710947,summer
New York,2010-07-11,29.37640940713149,summer
New York,2010-07-12,23.545116347929827,summer
New York,2010-07-13,27.927682104342814,summer
New York,2010-07-14,24.178649626121462,summer
New York,2010-07-15,15.2308665102095,summer
New York,2010-07-16,26.352610286441006,summer
New York,2010-07-17,27.43058995660887,summer
New York,2010-07-18,30.659235880308977,summer
New York,2010-07-19,23.494936860509597,summer
New York,2010-07-20,20.61175424220317,summer
New York,2010-07-21,24.279450813643788,summer
New York,2010-07-22,22.953344879133237,summer
New York,2010-07-23,26.236349890251137,summer
New York,2010-07-24,24.408902424038423,summer
New York,2010-07-25,15.73323369542175,summer
New York,2010-07-26,23.928885945441152,summer
New York,2010-07-27,30.61194528622655,summer
New York,2010-07-28,23.819448203931657,summer
New York,2010-07-29,27.259219889913098,summer
New York,2010-07-30,31.315117282201058,summer
New York,2010-07-31,34.906061019924124,summer
New York,2010-08-01,33.6035382398351,summer
New York,2010-08-02,28.184627866998127,summer
New York,2010-08-03,34.06960452066548,summer
New York,2010-08-04,30.773854033880884,summer
New York,2010-08-05,28.784891867821145,summer
New York,2010-08-06,25.784257638189814,summer
New York,2010-08-07,25.82815283233932,summer
New York,2010-08-08,32.670823301206184,summer
New York,2010-08-09,24.2019055277135,summer
New York,2010-08-10,32.73930756079641,summer
New York,2010-08-11,23.894024803466664,summer
New York,2010-08-12,21.32483902267544,summer
New York,2010-08-13,22.791249175481703,summer
New York,2010-08-14,26.497415093305918,summer
New York,2010-08-15,37.730677772766114,summer
New York,2010-08-16,36.75572069756606,summer
New York,2010-08-17,21.746010509794992,summer
New York,2010-08-18,25.74788565225198,summer
New York,2010-08-19,33.82406582527374,summer
New York,2010-08-20,30.37813986115509,summer
New York,2010-08-21,24.79818723297473,summer
New York,2010-08-22,21.339604097247054,summer
New York,2010-08-23,25.05969598145448,summer
New York,2010-08-24,24.897596073524472,summer
New York,2010-08-25,26.851255942817765,summer
New York,2010-08-26,21.231313528030924,summer
New York,2010-08-27,17.042826278691084,summer
New York,2010-08-28,31.78035027205856,summer
New York,2010-08-29,25.534004711394445,summer
New York,2010-08-30,22.788161412563824,summer
New York,2010-08-31,24.373415062419134,summer
New York,2010-09-01,15.968908650135123,autumn
New York,2010-09-02,14.180316090078035,autumn
New York,2010-09-03,19.7899223116872,autumn
New York,2010-09-04,24.164791452740893,autumn
New York,2010-09-05,16.685570963797385,autumn
New York,2010-09-06,15.42931713052491,autumn
New York,2010-09-07,8.339109436133219,autumn
New York,2010-09-08,11.60327430534061,autumn
New York,2010-09-09,16.191639342155675,autumn
New York,2010-09-10,14.36952379901024,autumn
New York,2010-09-11,12.37912878443445,autumn
New York,2010-09-12,14.808552030010965,autumn
New York,2010-09-13,9.170756785544544,autumn
New York,2010-09-14,16.648910766170832,autumn
New York,2010-09-15,13.166929390310873,autumn
New York,2010-09-16,22.271189842474364,autumn
New York,2010-09-17,26.09646196732552,autumn
New York,2010-09-18,16.95610459442778,autumn
New York,2010-09-19,18.658227781721596,autumn
New York,2010-09-20,10.951585921353725,autumn
New York,2010-09-21,12.831818355180344,autumn
New York,2010-09-22,5.7310780114364785,autumn
New York,2010-09-23,21.809803382407388,autumn
New York,2010-09-24,17.135661188215675,autumn
New York,2010-09-25,17.33891782644303,autumn
New York,2010-09-26,16.968509238495784,autumn
New York,2010-09-27,14.181682978338454,autumn
New York,2010-09-28,29.846652994360973,autumn
New York,2010-09-29,9.895678829743966,autumn
New York,2010-09-30,28.22482455968732,autumn
New York,2010-10-01,15.569839965275333,autumn
New York,2010-10-02,10.940070707720182,autumn
New York,2010-10-03,21.01062641027664,autumn
New York,2010-10-04,17.83533002465449,autumn
New York,2010-10-05,15.695889440700753,autumn
New York,2010-10-06,20.74992919286,autumn
New York,2010-10-07,11.549480128883445,autumn
New York,2010-10-08,22.3344678720632,autumn
New York,2010-10-09,22.474029836870866,autumn
New York,2010-10-10,11.368849251837254,autumn
New York,2010-10-11,14.07539950265765,autumn
New York,2010-10-12,22.04072456029577,autumn
New York,2010-10-13,18.92276044630802,autumn
New York,2010-10-14,18.292873377644174,autumn
New York,2010-10-15,16.23734374666509,autumn
New York,2010-10-16,13.176060773890086,autumn
New York,2010-10-17,9.87342402487346,autumn
New York,2010-10-18,9.877562107504865,autumn
New York,2010-10-19,11.628333580755216,autumn
New York,2010-10-20,17.1945207747666,autumn
New York,2010-10-21,10.215896796385927,autumn
New York,2010-10-22,8.129511949066654,autumn
New York,2010-10-23,7.993877985142901,autumn
New York,2010-10-24,16.102209046642876,autumn
New York,2010-10-25,18.537867187512877,autumn
New York,2010-10-26,15.878961196760462,autumn
New York,2010-10-27,13.790721162552607,autumn
New York,2010-10-28,15.189327759388064,autumn
New York,2010-10-29,9.683948622454164,autumn
New York,2010-10-30,11.615008684094015,autumn
New York,2010-10-31,12.338436442324106,autumn
New York,2010-11-01,9.379433272206688,autumn
New York,2010-11-02,12.962769475436328,autumn
New York,2010-11-03,20.56257214003015,autumn
New York,2010-11-04,18.86884769977303,autumn
New York,2010-11-05,3.08130413268551,autumn
New York,2010-11-06,14.121625951025836,autumn
New York,2010-11-07,18.321572886511355,autumn
New York,2010-11-08,14.19577485474576,autumn
New York,2010-11-09,17.52797721635047,autumn
New York,2010-11-10,12.215979397720218,autumn
New York,2010-11-11,9.962581593399761,autumn
New York,2010-11-12,9.763361089943942,autumn
New York,2010-11-13,16.560781572158962,autumn
New York,2010-11-14,10.45519369186396,autumn
New York,2010-11-15,13.3525314590208,autumn
New York,2010-11-16,21.97715239403067,autumn
New York,2010-11-17,17.4322874902715,autumn
New York,2010-11-18,14.329038827993298,autumn
New York,2010-11-19,18.24419594183126,autumn
New York,2010-11-20,2.0483461178145213,autumn
New York,2010-11-21,14.391679965096992,autumn
New York,2010-11-22,11.97803271470558,autumn
New York,2010-11-23,9.4654466394755,autumn
New York,2010-11-24,22.59216710160883,autumn
New York,2010-11-25,22.37443930543474,autumn
New York,2010-11-26,15.919499704008159,autumn
New York,2010-11-27,14.770167374121192,autumn
New York,2010-11-28,17.955532063856165,autumn
New York,2010-11-29,9.24677357314211,autumn
New York,2010-11-30,14.525922947893129,autumn
New York,2010-12-01,-5.078851499020129,winter
New York,2010-12-02,7.768171515026551,winter
New York,2010-12-03,6.945169198471084,winter
New York,2010-12-04,2.081028682696158,winter
New York,2010-12-05,1.0016030309443558,winter
New York,2010-12-06,2.1112053383992513,winter
New York,2010-12-07,-3.597206608893953,winter
New York,2010-12-08,5.487243310509184,winter
New York,2010-12-09,-0.737463005212064,winter
New York,2010-12-10,-4.830501939365805,winter
New York,2010-12-11,4.355122417623693,winter
New York,2010-12-12,0.5856806676318959,winter
New York,2010-12-13,5.936947878938089,winter
New York,2010-12-14,0.8033013281058689,winter
New York,2010-12-15,-4.207270826873916,winter
New York,2010-12-16,-3.4281131169193153,winter
New York,2010-12-17,-10.509330864267126,winter
New York,2010-12-18,4.398505193924316,winter
New York,2010-12-19,-1.5430810683989915,winter
New York,2010-12-20,-3.4606805483019705,winter
New York,2010-12-21,1.2496607259590122,winter
New York,2010-12-22,4.595795408349714,winter
New York,2010-12-23,-2.9424901473455076,winter
New York,2010-12-24,-3.052376529056468,winter
New York,2010-12-25,-6.9283169227572845,winter
New York,2010-12-26,2.3864636157797894,winter
New York,2010-12-27,-5.517843171318643,winter
New York,2010-12-28,-7.789805217307894,winter
New York,2010-12-29,0.008459598611067192,winter
New York,2010-12-30,-4.510567154557378,winter
New York,2010-12-31,-1.1955514972475294,winter
New York,2011-01-01,7.582982993715693,winter
New York,2011-01-02,-1.980728533731697,winter
New York,2011-01-03,3.188383161567041,winter
New York,2011-01-04,-0.3863211080938811,winter
New York,2011-01-05,-5.406912377208117,winter
New York,2011-01-06,2.051150126126027,winter
New York,2011-01-07,4.469574287358666,winter
New York,2011-01-08,-0.6064226183439552,winter
New York,2011-01-09,2.9400851791160143,winter
New York,2011-01-10,-3.8947382977943414,winter
New York,2011-01-11,8.949774521194843,winter
New York,2011-01-12,1.9865633049096778,winter
New York,2011-01-13,3.558232823018195,winter
New York,2011-01-14,6.392424018895487,winter
New York,2011-01-15,-4.0142239556179495,winter
New York,2011-01-16,0.7046495607453951,winter
New York,2011-01-17,-1.0289883052040445,winter
New York,2011-01-18,-11.877318619227795,winter
New York,2011-01-19,-0.4162345554386843,winter
New York,2011-01-20,-0.7277898619245605,winter
New York,2011-01-21,7.577754015080178,winter
New York,2011-01-22,-6.373946658275308,winter
New York,2011-01-23,7.043611575171942,winter
New York,2011-01-24,8.183826262670621,winter
New York,2011-01-25,0.9001033153324829,winter
New York,2011-01-26,-7.968518182858675,winter
New York,2011-01-27,1.6531718950789644,winter
New York,2011-01-28,-2.6553572115696427,winter
New York,2011-01-29,-5.46420579943052,winter
New York,2011-01-30,-5.092142164411124,winter
New York,2011-01-31,-3.636898618507515,winter
New York,2011-02-01,0.07177075187750553,winter
New York,2011-02-02,-0.6065523327730217,winter
New York,2011-02-03,-2.4251438282491313,winter
New York,2011-02-04,1.2694195821191954,winter
New York,2011-02-05,6.0292970078125805,winter
New York,2011-02-06,2.5884571137330212,winter
New York,2011-02-07,4.434206268639464,winter
New York,2011-02-08,-5.987757550319024,winter
New York,2011-02-09,1.4728772183884336,winter
New York,2011-02-10,-10.166403823237493,winter
New York,2011-02-11,-5.646015341545261,winter
New York,2011-02-12,-4.631496824497789,winter
New York,2011-02-13,-3.8820104251025924,winter
New York,2011-02-14,-7.87592056347679,winter
New York,2011-02-15,3.832249685683239,winter
New York,2011-02-16,-2.9452632064750253,winter
New York,2011-02-17,0.8132888812244428,winter
New York,2011-02-18,5.237568940161425,winter
New York,2011-02-19,-5.314802322318668,winter
New York,2011-02-20,-2.6504968343520208,winter
New York,2011-02-21,1.2530168263794441,winter
New York,2011-02-22,-2.264802972017442,winter
New York,2011-02-23,1.1726919735424421,winter
New York,2011-02-24,4.54899239131655,winter
New York,2011-02-25,-6.464790114696568,winter
New York,2011-02-26,-7.4656460425633515,winter
New York,2011-02-27,-4.039089406727373,winter
New York,2011-02-28,6.9361830430373566,winter
New York,2011-03-01,11.002380191629873,spring
New York,2011-03-02,10.404339596084158,spring
New York,2011-03-03,13.287607983784397,spring
New York,2011-03-04,7.938466736985211,spring
New York,2011-03-05,9.818260454220319,spring
New York,2011-03-06,11.713842298919772,spring
New York,2011-03-07,20.477572383080606,spring
New York,2011-03-08,21.690168700221257,spring
New York,2011-03-09,14.962069638016336,spring
New York,2011-03-10,2.866595535573291,spring
New York,2011-03-11,9.722409556420189,spring
New York,2011-03-12,18.187661519435846,spring
New York,2011-03-13,10.743603054169043,spring
New York,2011-03-14,3.559793514720612,spring
New York,2011-03-15,13.772093729094435,spring
New York,2011-03-16,12.981452663598148,spring
New York,2011-03-17,13.85211021740124,spring
New York,2011-03-18,7.026450203643939,spring
New York,2011-03-19,4.444719413168371,spring
New York,2011-03-20,14.807397508636331,spring
New York,2011-03-21,10.622312940330819,spring
New York,2011-03-22,10.719547590300298,spring
New York,2011-03-23,13.967488901224215,spring
New York,2011-03-24,17.959062813955384,spring
New York,2011-03-25,10.957056563335827,spring
New York,2011-03-26,6.300390324235602,spring
New York,2011-03-27,5.993728774320012,spring
New York,2011-03-28,12.258131906887549,spring
New York,2011-03-29,8.439372270262261,spring
New York,2011-03-30,1.160872861506542,spring
New York,2011-03-31,5.263347504347504,spring
New York,2011-04-01,6.130594157371181,spring
New York,2011-04-02,9.617594891883426,spring
New York,2011-04-03,6.739229399576407,spring
New York,2011-04-04,5.790613229013029,spring
New York,2011-04-05,3.671469677928812,spring
New York,2011-04-06,11.595112113140122,spring
New York,2011-04-07,2.215101261799629,spring
New York,2011-04-08,9.33374335168672,spring
New York,2011-04-09,17.291925898007662,spring
New York,2011-04-10,20.265977632394286,spring
New York,2011-04-11,10.528885217774345,spring
New York,2011-04-12,6.148314459027241,spring
New York,2011-04-13,11.5657617290303,spring
New York,2011-04-14,7.095944756660912,spring
New York,2011-04-15,-2.3658934685123523,spring
New York,2011-04-16,18.92490040532915,spring
New York,2011-04-17,7.258388084396025,spring
New York,2011-04-18,9.998255930402946,spring
New York,2011-04-19,11.491246200718551,spring
New York,2011-04-20,18.15597503583686,spring
New York,2011-04-21,5.615444479114833,spring
New York,2011-04-22,8.041838398875495,spring
New York,2011-04-23,3.7056035325891132,spring
New York,2011-04-24,1.8252486442163391,spring
New York,2011-04-25,4.418174363261346,spring
New York,2011-04-26,3.003950544750996,spring
New York,2011-04-27,15.150435097127428,spring
New York,2011-04-28,8.005332011650806,spring
New York,2011-04-29,4.247634350553104,spring
New York,2011-04-30,9.48616602019777,spring
New York,2011-05-01,12.258416597813447,spring
New York,2011-05-02,6.080935488587643,spring
New York,2011-05-03,11.705415859980986,spring
New York,2011-05-04,8.993627422838856,spring
New York,2011-05-05,5.6864819942402285,spring
New York,2011-05-06,14.476911171617738,spring
New York,2011-05-07,11.939327321059112,spring
New York,2011-05-08,8.080478155903354,spring
New York,2011-05-09,11.759889798595939,spring
New York,2011-05-10,13.922731173246952,spring
New York,2011-05-11,3.5812582035840776,spring
New York,2011-05-12,7.802771636195963,spring
New York,2011-05-13,19.315920587673162,spring
New York,2011-05-14,3.830780821968178,spring
New York,2011-05-15,8.022520289817606,spring
New York,2011-05-16,8.57749332992872,spring
New York,2011-05-17,8.821920229853315,spring
New York,2011-05-18,11.285894699563995,spring
New York,2011-05-19,9.780523137157251,spring
New York,2011-05-20,7.003143537770374,spring
New York,2011-05-21,15.113276816706058,spring
New York,2011-05-22,11.521786443748109,spring
New York,2011-05-23,15.852524102401338,spring
New York,2011-05-24,8.865198952197396,spring
New York,2011-05-25,9.359819101474425,spring
New York,2011-05-26,10.65750790986366,spring
New York,2011-05-27,12.142739391035196,spring
New York,2011-05-28,10.657886288922265,spring
New York,2011-05-29,19.006917096861976,spring
New York,2011-05-30,8.886775232098628,spring
New York,2011-05-31,4.316037113385462,spring
New York,2011-06-01,31.47314036636038,summer
New York,2011-06-02,21.22147232984546,summer
New York,2011-06-03,33.444547290863696,summer
New York,2011-06-04,25.09663691582432,summer
New York,2011-06-05,35.63704290104406,summer
New York,2011-06-06,30.161116465781603,summer
New York,2011-06-07,27.623875717208755,summer
New York,2011-06-08,28.19563330087152,summer
New York,2011-06-09,26.19763757787917,summer
New York,2011-06-10,28.00945100932134,summer
New York,2011-06-11,22.086178055422273,summer
New York,2011-06-12,19.38416528876497,summer
New York,2011-06-13,28.54328485526082,summer
New York,2011-06-14,32.62362500601164,summer
New York,2011-06-15,17.19360285090128,summer
New York,2011-06-16,19.632699255065017,summer
New York,2011-06-17,25.84681800804555,summer
New York,2011-06-18,26.30810533220911,summer
New York,2011-06-19,19.286096154495496,summer
New York,2011-06-20,31.034054466713645,summer
New York,2011-06-21,23.339218061127116,summer
New York,2011-06-22,29.177724821536785,summer
New York,2011-06-23,27.17815715447804,summer
New York,2011-06-24,20.028617709321342,summer
New York,2011-06-25,29.530407648355947,summer
New York,2011-06-26,30.79498204309551,summer
New York,2011-06-27,26.85281416244419,summer
New York,2011-06-28,23.239393280415786,summer
New York,2011-06-29,18.128946322559525,summer
New York,2011-06-30,23.958943543957798,summer
New York,2011-07-01,22.634581912513458,summer
New York,2011-07-02,31.005831936422915,summer
New York,2011-07-03,19.940220309957972,summer
New York,2011-07-04,25.011839829171112,summer
New York,2011-07-05,25.202300657709685,summer
New York,2011-07-06,21.838081192317244,summer
New York,2011-07-07,25.011749877863735,summer
New York,2011-07-08,27.305360457536125,summer
New York,2011-07-09,21.913834464471865,summer
New York,2011-07-10,27.067631475209815,summer
New York,2011-07-11,21.23423932932057,summer
New York,2011-07-12,27.732494589276403,summer
New York,2011-07-13,10.458792178832226,summer
New York,2011-07-14,21.541171012161243,summer
New York,2011-07-15,32.011956058099564,summer
New York,2011-07-16,26.464915187609687,summer
New York,2011-07-17,39.70675468135738,summer
New York,2011-07-18,22.733639347657782,summer
New York,2011-07-19,17.8927675491916,summer
New York,2011-07-20,35.70043157501363,summer
New York,2011-07-21,26.46582566222179,summer
New York,2011-07-22,25.1515469227025,summer
New York,2011-07-23,20.669349772250953,summer
New York,2011-07-24,29.83098308097943,summer
New York,2011-07-25,26.923219669407874,summer
New York,2011-07-26,18.363908640134255,summer
New York,2011-07-27,24.539316220269193,summer
New York,2011-07-28,31.588501279334277,summer
New York,2011-07-29,32.22827351541427,summer
New York,2011-07-30,25.3591134534497,summer
New York,2011-07-31,25.630338484825206,summer
New York,2011-08-01,27.602114521553027,summer
New York,2011-08-02,26.37858149389232,summer
New York,2011-08-03,24.23942805133149,summer
New York,2011-08-04,22.058395342875638,summer
New York,2011-08-05,23.802584627833866,summer
New York,2011-08-06,25.02433777573132,summer
New York,2011-08-07,25.131255510247254,summer
New York,2011-08-08,30.573300497437717,summer
New York,2011-08-09,24.056939435511303,summer
New York,2011-08-10,29.166304707715238,summer
New York,2011-08-11,22.998274641898426,summer
New York,2011-08-12,15.527842289128799,summer
New York,2011-08-13,23.0325176200486,summer
New York,2011-08-14,24.381321926978494,summer
New York,2011-08-15,23.881656235952455,summer
New York,2011-08-16,14.613478839693727,summer
New York,2011-08-17,24.723717087165635,summer
New York,2011-08-18,20.795793923882833,summer
New York,2011-08-19,18.834695083394354,summer
New York,2011-08-20,23.949976199304537,summer
New York,2011-08-21,26.805413277459536,summer
New York,2011-08-22,23.381592309179336,summer
New York,2011-08-23,27.69583798849601,summer
New York,2011-08-24,17.709258923696396,summer
New York,2011-08-25,31.977874932756777,summer
New York,2011-08-26,27.312240861543014,summer
New York,2011-08-27,24.400886122430524,summer
New York,2011-08-28,16.32073099811128,summer
New York,2011-08-29,31.080746360428257,summer
New York,2011-08-30,29.525286570571332,summer
New York,2011-08-31,22.15941914568802,summer
New York,2011-09-01,15.422703637769528,autumn
New York,2011-09-02,22.672624008649812,autumn
New York,2011-09-03,20.48250498011166,autumn
New York,2011-09-04,11.98007243835629,autumn
New York,2011-09-05,21.515434707981733,autumn
New York,2011-09-06,19.59553115222017,autumn
New York,2011-09-07,13.929467723767564,autumn
New York,2011-09-08,9.798664471443129,autumn
New York,2011-09-09,27.431295335120215,autumn
New York,2011-09-10,13.806577376495891,autumn
New York,2011-09-11,23.434624200613072,autumn
New York,2011-09-12,22.464894976822364,autumn
New York,2011-09-13,12.065065977985237,autumn
New York,2011-09-14,11.72415789978555,autumn
New York,2011-09-15,13.490521087832706,autumn
New York,2011-09-16,15.009778861105968,autumn
New York,2011-09-17,18.172741610024026,autumn
New York,2011-09-18,15.279547537187613,autumn
New York,2011-09-19,19.0129341832952,autumn
New York,2011-09-20,14.109453963465889,autumn
New York,2011-09-21,20.62098861416073,autumn
New York,2011-09-22,13.75086789526455,autumn
New York,2011-09-23,12.014759995576998,autumn
New York,2011-09-24,5.097844338762199,autumn
New York,2011-09-25,5.904311682972828,autumn
New York,2011-09-26,17.59497683879738,autumn
New York,2011-09-27,19.72995399917216,autumn
New York,2011-09-28,10.239897736396014,autumn
New York,2011-09-29,16.92730691364138,autumn
New York,2011-09-30,14.958378107869569,autumn
New York,2011-10-01,14.425161493418726,autumn
New York,2011-10-02,19.840274245672838,autumn
New York,2011-10-03,14.782893514622375,autumn
New York,2011-10-04,16.20221806568319,autumn
New York,2011-10-05,12.46151916758908,autumn
New York,2011-10-06,13.003617709626468,autumn
New York,2011-10-07,28.950955744077923,autumn
New York,2011-10-08,10.228599596883374,autumn
New York,2011-10-09,13.121705892297248,autumn
New York,2011-10-10,15.497201585679338,autumn
New York,2011-10-11,12.528036348112746,autumn
New York,2011-10-12,17.145047018102396,autumn
New York,2011-10-13,9.729335178151613,autumn
